Image Pat,Time frame,IMU PITCH,GPS,
data/ 49925.jpg,1687784.39,0.436175,-4.69392,5.60832
data/ 49926.jpg,1687817.72,0.436267,-4.69392,5.60832
data/ 49927.jpg,1687851.05,0.444402,-4.69392,5.60832
data/ 49928.jpg,1687884.39,0.451544,-4.69392,5.60832
data/ 49929.jpg,1687917.72,0.429581,-4.69392,5.60832
data/ 49930.jpg,1687951.05,0.411139,-4.69392,5.60832
data/ 49931.jpg,1687984.39,0.372307,-4.69392,5.60832
data/ 49932.jpg,1688017.72,0.367412,-4.69392,5.60832
data/ 49933.jpg,1688051.05,0.359644,-4.69392,5.60832
data/ 49934.jpg,1688084.38,0.360417,-4.69392,5.60832
data/ 49935.jpg,1688117.71,0.357166,-4.69392,5.60832
data/ 49936.jpg,1688151.04,0.351186,-4.69392,5.60832
data/ 49937.jpg,1688184.38,0.367074,-4.69392,5.60832
data/ 49938.jpg,1688217.71,0.364519,-4.69392,5.60832
data/ 49939.jpg,1688251.04,0.358366,-4.69392,5.60832
data/ 49940.jpg,1688284.38,0.343322,-4.69392,5.60832
data/ 49941.jpg,1688317.71,0.34881,-4.69392,5.60832
data/ 49942.jpg,1688351.04,0.365075,-4.69392,5.60832
data/ 49943.jpg,1688384.38,0.363486,-4.69392,5.60832
data/ 49944.jpg,1688417.7,0.361436,-4.69392,5.60832
data/ 49945.jpg,1688451.03,0.369813,-4.69392,5.60832
data/ 49946.jpg,1688484.37,0.381245,-4.69392,5.60832
data/ 49947.jpg,1688517.7,0.389451,-4.69392,5.60832
data/ 49948.jpg,1688551.03,0.379607,-4.69392,5.60832
data/ 49949.jpg,1688584.37,0.382503,-4.69392,5.60832
data/ 49950.jpg,1688617.7,0.377861,-4.69392,5.60832
data/ 49951.jpg,1688651.03,0.384643,-4.69392,5.60832
data/ 49952.jpg,1688684.37,0.373393,-4.69392,5.60832
data/ 49953.jpg,1688717.7,0.384927,-4.69392,5.60832
data/ 49954.jpg,1688751.02,0.383534,-4.69392,5.60832
data/ 49955.jpg,1688784.36,0.376762,-4.69392,5.60832
data/ 49956.jpg,1688817.69,0.363978,-4.69392,5.60832
data/ 49957.jpg,1688851.02,0.375223,-4.69392,5.60832
data/ 49958.jpg,1688884.36,0.357966,-4.69392,5.60832
data/ 49959.jpg,1688917.69,0.33192,-4.69392,5.60832
data/ 49960.jpg,1688951.02,0.32165,-4.69392,5.60832
data/ 49961.jpg,1688984.36,0.309768,-4.69392,5.60832
data/ 49962.jpg,1689017.69,0.31216,-4.69392,5.60832
data/ 49963.jpg,1689051.02,0.307366,-4.69392,5.60832
data/ 49964.jpg,1689084.35,0.316972,-4.69392,5.60832
data/ 49965.jpg,1689117.68,0.307645,-4.69392,5.60832
data/ 49966.jpg,1689151.01,0.292913,-4.69392,5.60832
data/ 49967.jpg,1689184.35,0.295599,-4.69392,5.60832
data/ 49968.jpg,1689217.68,0.2819,-4.69392,5.60832
data/ 49969.jpg,1689251.01,0.269739,-4.69392,5.60832
data/ 49970.jpg,1689284.35,0.289545,-4.69392,5.60832
data/ 49971.jpg,1689317.68,0.276213,-4.69392,5.60832
data/ 49972.jpg,1689351.01,0.273478,-4.69392,5.60832
data/ 49973.jpg,1689384.35,0.261132,-4.69392,5.60832
data/ 49974.jpg,1689417.67,0.257142,-4.69392,5.60832
data/ 49975.jpg,1689451,0.247454,-4.69392,5.60832
data/ 49976.jpg,1689484.34,0.242948,-4.69392,5.60832
data/ 49977.jpg,1689517.67,0.234468,-4.69392,5.60832
data/ 49978.jpg,1689551,0.243914,-4.69392,5.60832
data/ 49979.jpg,1689584.34,0.245855,-4.69392,5.60832
data/ 49980.jpg,1689617.67,0.238264,-4.69392,5.60832
data/ 49981.jpg,1689651,0.232273,-4.69392,5.60832
data/ 49982.jpg,1689684.34,0.232138,-4.69392,5.60832
data/ 49983.jpg,1689717.67,0.261121,-4.69392,5.60832
data/ 49984.jpg,1689750.99,0.263783,-4.69392,5.60832
data/ 49985.jpg,1689784.33,0.28529,-4.69392,5.60832
data/ 49986.jpg,1689817.66,0.272251,-4.69392,5.60832
data/ 49987.jpg,1689850.99,0.262082,-4.69392,5.60832
data/ 49988.jpg,1689884.33,0.200158,-4.69392,5.60832
data/ 49989.jpg,1689917.66,0.192504,-4.69392,5.60832
data/ 49990.jpg,1689950.99,0.172532,-4.69392,5.60832
data/ 49991.jpg,1689984.33,0.179615,-4.69392,5.60832
data/ 49992.jpg,1690017.66,0.170972,-4.69392,5.60832
data/ 49993.jpg,1690050.99,0.165587,-4.69392,5.60832
data/ 49994.jpg,1690084.32,0.194107,-4.69392,5.60832
data/ 49995.jpg,1690117.65,0.206239,-4.69392,5.60832
data/ 49996.jpg,1690150.98,0.227994,-4.69392,5.60832
data/ 49997.jpg,1690184.32,0.225359,-4.69392,5.60832
data/ 49998.jpg,1690217.65,0.229788,-4.69392,5.60832
data/ 49999.jpg,1690250.98,0.229692,-4.69392,5.60832
data/ 50000.jpg,1690284.32,0.226888,-4.69392,5.60832
data/ 50001.jpg,1690317.65,0.21356,-4.69392,5.60832
data/ 50002.jpg,1690350.98,0.199006,-4.69392,5.60832
data/ 50003.jpg,1690384.32,0.163831,-4.69392,5.60832
data/ 50004.jpg,1690417.64,0.141615,-4.69392,5.60832
data/ 50005.jpg,1690450.97,0.0922,-4.69392,5.60832
data/ 50006.jpg,1690484.31,0.087496,-4.69392,5.60832
data/ 50007.jpg,1690517.64,0.097512,-4.69392,5.60832
data/ 50008.jpg,1690550.97,0.103618,-4.69392,5.60832
data/ 50009.jpg,1690584.31,0.106862,-4.69392,5.60832
data/ 50010.jpg,1690617.64,0.117857,-4.69392,5.60832
data/ 50011.jpg,1690650.97,0.122297,-4.69392,5.60832
data/ 50012.jpg,1690684.31,0.119654,-4.69392,5.60832
data/ 50013.jpg,1690717.64,0.104246,-4.69392,5.60832
data/ 50014.jpg,1690750.96,0.071847,-4.69392,5.60832
data/ 50015.jpg,1690784.3,0.060801,-4.69392,5.60832
data/ 50016.jpg,1690817.63,0.034905,-4.69392,5.60832
data/ 50017.jpg,1690850.96,0.024776,-4.69392,5.60832
data/ 50018.jpg,1690884.3,0.021099,-4.69392,5.60832
data/ 50019.jpg,1690917.63,0.018158,-4.69392,5.60832
data/ 50020.jpg,1690950.96,-0.001593,-4.69392,5.60832
data/ 50021.jpg,1690984.3,-0.000214,-4.69392,5.60832
data/ 50022.jpg,1691017.63,-0.011945,-4.69392,5.60832
data/ 50023.jpg,1691050.96,-0.018416,-4.69392,5.60832
data/ 50024.jpg,1691084.29,-0.028918,-4.69392,5.60832
data/ 50025.jpg,1691117.62,-0.043378,-4.69392,5.60832
data/ 50026.jpg,1691150.95,-0.034208,-4.69392,5.60832
data/ 50027.jpg,1691184.29,-0.053733,-4.69392,5.60832
data/ 50028.jpg,1691217.62,-0.05974,-4.69392,5.60832
data/ 50029.jpg,1691250.95,-0.072525,-4.69392,5.60832
data/ 50030.jpg,1691284.29,-0.08168,-4.69392,5.60832
data/ 50031.jpg,1691317.62,-0.103802,-4.69392,5.60832
data/ 50032.jpg,1691350.95,-0.102454,-4.69392,5.60832
data/ 50033.jpg,1691384.29,-0.113935,-4.69392,5.60832
data/ 50034.jpg,1691417.61,-0.121865,-4.69392,5.60832
data/ 50035.jpg,1691450.94,-0.123997,-4.69392,5.60832
data/ 50036.jpg,1691484.28,-0.119216,-4.69392,5.60832
data/ 50037.jpg,1691517.61,-0.119546,-4.69392,5.60832
data/ 50038.jpg,1691550.94,-0.120803,-4.69392,5.60832
data/ 50039.jpg,1691584.28,-0.119408,-4.69392,5.60832
data/ 50040.jpg,1691617.61,-0.130173,-4.69392,5.60832
data/ 50041.jpg,1691650.94,-0.136249,-4.69392,5.60832
data/ 50042.jpg,1691684.28,-0.12439,-4.69392,5.60832
data/ 50043.jpg,1691717.61,-0.131646,-4.69392,5.60832
data/ 50044.jpg,1691750.93,-0.131159,-4.69392,5.60832
data/ 50045.jpg,1691784.27,-0.122695,-4.69392,5.60832
data/ 50046.jpg,1691817.6,-0.124805,-4.69392,5.60832
data/ 50047.jpg,1691850.93,-0.126027,-4.69392,5.60832
data/ 50048.jpg,1691884.27,-0.121433,-4.69392,5.60832
data/ 50049.jpg,1691917.6,-0.118462,-4.69392,5.60832
data/ 50050.jpg,1691950.93,-0.11474,-4.69392,5.60832
data/ 50051.jpg,1691984.27,-0.104543,-4.69392,5.60832
data/ 50052.jpg,1692017.6,-0.099879,-4.69392,5.60832
data/ 50053.jpg,1692050.93,-0.087235,-4.69392,5.60832
data/ 50054.jpg,1692084.26,-0.083821,-4.69392,5.60832
data/ 50055.jpg,1692117.59,-0.081495,-4.69392,5.60832
data/ 50056.jpg,1692150.92,-0.076251,-4.69392,5.60832
data/ 50057.jpg,1692184.26,-0.079505,-4.69392,5.60832
data/ 50058.jpg,1692217.59,-0.079968,-4.69392,5.60832
data/ 50059.jpg,1692250.92,-0.088384,-4.69392,5.60832
data/ 50060.jpg,1692284.26,-0.08778,-4.69392,5.60832
data/ 50061.jpg,1692317.59,-0.070633,-4.69392,5.60832
data/ 50062.jpg,1692350.92,-0.078227,-4.69392,5.60832
data/ 50063.jpg,1692384.26,-0.077477,-4.69392,5.60832
data/ 50064.jpg,1692417.58,-0.062947,-4.69392,5.60832
data/ 50065.jpg,1692450.91,-0.046964,-4.69392,5.60832
data/ 50066.jpg,1692484.25,-0.01618,-4.69392,5.60832
data/ 50067.jpg,1692517.58,-0.019056,-4.69392,5.60832
data/ 50068.jpg,1692550.91,-0.020565,-4.69392,5.60832
data/ 50069.jpg,1692584.25,-0.01343,-4.69392,5.60832
data/ 50070.jpg,1692617.58,0.003488,-4.69392,5.60832
data/ 50071.jpg,1692650.91,0.01097,-4.69392,5.60832
data/ 50072.jpg,1692684.25,0.020954,-4.69392,5.60832
data/ 50073.jpg,1692717.58,0.016226,-4.69392,5.60832
data/ 50074.jpg,1692750.9,0.019919,-4.69392,5.60832
data/ 50075.jpg,1692784.24,0.014366,-4.69392,5.60832
data/ 50076.jpg,1692817.57,0.014379,-4.69392,5.60832
data/ 50077.jpg,1692850.9,0.016999,-4.69392,5.60832
data/ 50078.jpg,1692884.24,0.019363,-4.69392,5.60832
data/ 50079.jpg,1692917.57,0.079258,-4.69392,5.60832
data/ 50080.jpg,1692950.9,0.085488,-4.69392,5.60832
data/ 50081.jpg,1692984.24,0.082411,-4.69392,5.60832
data/ 50082.jpg,1693017.57,0.077251,-4.69392,5.60832
data/ 50083.jpg,1693050.9,0.073406,-4.69392,5.60832
data/ 50084.jpg,1693084.23,0.075274,-4.69392,5.60832
data/ 50085.jpg,1693117.56,0.092192,-4.69392,5.60832
data/ 50086.jpg,1693150.89,0.089823,-4.69392,5.60832
data/ 50087.jpg,1693184.23,0.081816,-4.69392,5.60832
data/ 50088.jpg,1693217.56,0.08195,-4.69392,5.60832
data/ 50089.jpg,1693250.89,0.0798,-4.69392,5.60832
data/ 50090.jpg,1693284.23,0.073264,-4.69392,5.60832
data/ 50091.jpg,1693317.56,0.076714,-4.69392,5.60832
data/ 50092.jpg,1693350.89,0.076455,-4.69392,5.60832
data/ 50093.jpg,1693384.23,0.07231,-4.69392,5.60832
data/ 50094.jpg,1693417.55,0.079985,-4.69392,5.60832
data/ 50095.jpg,1693450.88,0.080509,-4.69392,5.60832
data/ 50096.jpg,1693484.22,0.077937,-4.69392,5.60832
data/ 50097.jpg,1693517.55,0.077655,-4.69392,5.60832
data/ 50098.jpg,1693550.88,0.073372,-4.69392,5.60832
data/ 50099.jpg,1693584.22,0.069877,-4.69392,5.60832
data/ 50100.jpg,1693617.55,0.070364,-4.69392,5.60832
data/ 50101.jpg,1693650.88,0.086219,-4.69392,5.60832
data/ 50102.jpg,1693684.22,0.097013,-4.69392,5.60832
data/ 50103.jpg,1693717.55,0.11013,-4.69392,5.60832
data/ 50104.jpg,1693750.87,0.119035,-4.7244,5.57784
data/ 50105.jpg,1693784.21,0.103287,-4.7244,5.57784
data/ 50106.jpg,1693817.54,0.100274,-4.7244,5.57784
data/ 50107.jpg,1693850.87,0.090386,-4.7244,5.57784
data/ 50108.jpg,1693884.21,0.096895,-4.7244,5.57784
data/ 50109.jpg,1693917.54,0.0953,-4.7244,5.57784
data/ 50110.jpg,1693950.87,0.091355,-4.7244,5.57784
data/ 50111.jpg,1693984.21,0.085604,-4.7244,5.57784
data/ 50112.jpg,1694017.54,0.097281,-4.7244,5.57784
data/ 50113.jpg,1694050.87,0.106307,-4.7244,5.57784
data/ 50114.jpg,1694084.2,0.108558,-4.7244,5.57784
data/ 50115.jpg,1694117.53,0.116329,-4.7244,5.57784
data/ 50116.jpg,1694150.86,0.117956,-4.7244,5.57784
data/ 50117.jpg,1694184.2,0.123478,-4.7244,5.57784
data/ 50118.jpg,1694217.53,0.112906,-4.7244,5.57784
data/ 50119.jpg,1694250.86,0.118697,-4.7244,5.57784
data/ 50120.jpg,1694284.2,0.120027,-4.7244,5.57784
data/ 50121.jpg,1694317.53,0.111986,-4.7244,5.57784
data/ 50122.jpg,1694350.86,0.125764,-4.7244,5.57784
data/ 50123.jpg,1694384.2,0.133382,-4.7244,5.57784
data/ 50124.jpg,1694417.52,0.148354,-4.7244,5.57784
data/ 50125.jpg,1694450.85,0.160015,-4.7244,5.57784
data/ 50126.jpg,1694484.19,0.162271,-4.7244,5.57784
data/ 50127.jpg,1694517.52,0.163942,-4.7244,5.57784
data/ 50128.jpg,1694550.85,0.167169,-4.7244,5.57784
data/ 50129.jpg,1694584.19,0.17801,-4.7244,5.57784
data/ 50130.jpg,1694617.52,0.170346,-4.7244,5.57784
data/ 50131.jpg,1694650.85,0.176195,-4.7244,5.57784
data/ 50132.jpg,1694684.19,0.184845,-4.7244,5.57784
data/ 50133.jpg,1694717.52,0.178271,-4.7244,5.57784
data/ 50134.jpg,1694750.84,0.179957,-4.7244,5.57784
data/ 50135.jpg,1694784.18,0.162792,-4.7244,5.57784
data/ 50136.jpg,1694817.51,0.154808,-4.7244,5.57784
data/ 50137.jpg,1694850.84,0.149595,-4.7244,5.57784
data/ 50138.jpg,1694884.18,0.156832,-4.7244,5.57784
data/ 50139.jpg,1694917.51,0.165106,-4.7244,5.57784
data/ 50140.jpg,1694950.84,0.173435,-4.7244,5.57784
data/ 50141.jpg,1694984.18,0.176457,-4.7244,5.57784
data/ 50142.jpg,1695017.51,0.181704,-4.7244,5.57784
data/ 50143.jpg,1695050.84,0.179131,-4.7244,5.57784
data/ 50144.jpg,1695084.17,0.185934,-4.7244,5.57784
data/ 50145.jpg,1695117.5,0.194328,-4.7244,5.57784
data/ 50146.jpg,1695150.83,0.193265,-4.7244,5.57784
data/ 50147.jpg,1695184.17,0.200816,-4.7244,5.57784
data/ 50148.jpg,1695217.5,0.205386,-4.7244,5.57784
data/ 50149.jpg,1695250.83,0.208558,-4.7244,5.57784
data/ 50150.jpg,1695284.17,0.20361,-4.7244,5.57784
data/ 50151.jpg,1695317.5,0.21246,-4.7244,5.57784
data/ 50152.jpg,1695350.83,0.206184,-4.7244,5.57784
data/ 50153.jpg,1695384.17,0.189082,-4.7244,5.57784
data/ 50154.jpg,1695417.49,0.190193,-4.7244,5.57784
data/ 50155.jpg,1695450.82,0.198301,-4.7244,5.57784
data/ 50156.jpg,1695484.16,0.193493,-4.7244,5.57784
data/ 50157.jpg,1695517.49,0.221161,-4.7244,5.57784
data/ 50158.jpg,1695550.82,0.219684,-4.7244,5.57784
data/ 50159.jpg,1695584.16,0.238175,-4.7244,5.57784
data/ 50160.jpg,1695617.49,0.250978,-4.7244,5.57784
data/ 50161.jpg,1695650.82,0.252786,-4.7244,5.57784
data/ 50162.jpg,1695684.16,0.266728,-4.7244,5.57784
data/ 50163.jpg,1695717.49,0.271171,-4.7244,5.57784
data/ 50164.jpg,1695750.81,0.33833,-4.7244,5.57784
data/ 50165.jpg,1695784.15,0.330921,-4.7244,5.57784
data/ 50166.jpg,1695817.48,0.317658,-4.7244,5.57784
data/ 50167.jpg,1695850.81,0.330209,-4.7244,5.57784
data/ 50168.jpg,1695884.15,0.318284,-4.7244,5.57784
data/ 50169.jpg,1695917.48,0.311082,-4.7244,5.57784
data/ 50170.jpg,1695950.81,0.311081,-4.7244,5.57784
data/ 50171.jpg,1695984.15,0.320593,-4.7244,5.57784
data/ 50172.jpg,1696017.48,0.321132,-4.7244,5.57784
data/ 50173.jpg,1696050.81,0.311506,-4.7244,5.57784
data/ 50174.jpg,1696084.14,0.321948,-4.7244,5.57784
data/ 50175.jpg,1696117.47,0.33261,-4.7244,5.57784
data/ 50176.jpg,1696150.8,0.337376,-4.7244,5.57784
data/ 50177.jpg,1696184.14,0.33405,-4.7244,5.57784
data/ 50178.jpg,1696217.47,0.340244,-4.7244,5.57784
data/ 50179.jpg,1696250.8,0.345978,-4.7244,5.57784
data/ 50180.jpg,1696284.14,0.338189,-4.7244,5.57784
data/ 50181.jpg,1696317.47,0.327065,-4.7244,5.57784
data/ 50182.jpg,1696350.8,0.321425,-4.7244,5.57784
data/ 50183.jpg,1696384.14,0.323866,-4.7244,5.57784
data/ 50184.jpg,1696417.46,0.316342,-4.7244,5.57784
data/ 50185.jpg,1696450.79,0.321837,-4.7244,5.57784
data/ 50186.jpg,1696484.13,0.322266,-4.7244,5.57784
data/ 50187.jpg,1696517.46,0.318634,-4.7244,5.57784
data/ 50188.jpg,1696550.79,0.317531,-4.7244,5.57784
data/ 50189.jpg,1696584.13,0.311913,-4.7244,5.57784
data/ 50190.jpg,1696617.46,0.300524,-4.7244,5.57784
data/ 50191.jpg,1696650.79,0.289722,-4.7244,5.57784
data/ 50192.jpg,1696684.13,0.293761,-4.7244,5.57784
data/ 50193.jpg,1696717.46,0.287259,-4.7244,5.57784
data/ 50194.jpg,1696750.78,0.284341,-4.7244,5.57784
data/ 50195.jpg,1696784.12,0.287817,-4.7244,5.57784
data/ 50196.jpg,1696817.45,0.283056,-4.7244,5.57784
data/ 50197.jpg,1696850.78,0.289193,-4.7244,5.57784
data/ 50198.jpg,1696884.12,0.286663,-4.7244,5.57784
data/ 50199.jpg,1696917.45,0.286606,-4.7244,5.57784
data/ 50200.jpg,1696950.78,0.294852,-4.7244,5.57784
data/ 50201.jpg,1696984.12,0.294067,-4.7244,5.57784
data/ 50202.jpg,1697017.45,0.29429,-4.7244,5.57784
data/ 50203.jpg,1697050.78,0.291128,-4.7244,5.57784
data/ 50204.jpg,1697084.11,0.295436,-4.7244,5.57784
data/ 50205.jpg,1697117.44,0.304163,-4.7244,5.57784
data/ 50206.jpg,1697150.77,0.300019,-4.7244,5.57784
data/ 50207.jpg,1697184.11,0.309847,-4.7244,5.57784
data/ 50208.jpg,1697217.44,0.302803,-4.7244,5.57784
data/ 50209.jpg,1697250.77,0.294736,-4.7244,5.57784
data/ 50210.jpg,1697284.11,0.296074,-4.7244,5.57784
data/ 50211.jpg,1697317.44,0.313141,-4.7244,5.57784
data/ 50212.jpg,1697350.77,0.300777,-4.7244,5.57784
data/ 50213.jpg,1697384.11,0.299439,-4.7244,5.57784
data/ 50214.jpg,1697417.43,0.298949,-4.7244,5.57784
data/ 50215.jpg,1697450.76,0.302254,-4.7244,5.57784
data/ 50216.jpg,1697484.1,0.309311,-4.7244,5.57784
data/ 50217.jpg,1697517.43,0.306624,-4.7244,5.57784
data/ 50218.jpg,1697550.76,0.312634,-4.7244,5.57784
data/ 50219.jpg,1697584.1,0.313345,-4.7244,5.57784
data/ 50220.jpg,1697617.43,0.309243,-4.7244,5.57784
data/ 50221.jpg,1697650.76,0.312275,-4.7244,5.57784
data/ 50222.jpg,1697684.1,0.312555,-4.7244,5.57784
data/ 50223.jpg,1697717.43,0.309375,-4.7244,5.57784
data/ 50224.jpg,1697750.75,0.303967,-4.7244,5.57784
data/ 50225.jpg,1697784.09,0.32296,-4.7244,5.57784
data/ 50226.jpg,1697817.42,0.325431,-4.7244,5.57784
data/ 50227.jpg,1697850.75,0.31746,-4.7244,5.57784
data/ 50228.jpg,1697884.09,0.311232,-4.7244,5.57784
data/ 50229.jpg,1697917.42,0.319722,-4.7244,5.57784
data/ 50230.jpg,1697950.75,0.321137,-4.7244,5.57784
data/ 50231.jpg,1697984.09,0.316823,-4.7244,5.57784
data/ 50232.jpg,1698017.42,0.317125,-4.7244,5.57784
data/ 50233.jpg,1698050.75,0.324788,-4.7244,5.57784
data/ 50234.jpg,1698084.08,0.329784,-4.7244,5.57784
data/ 50235.jpg,1698117.41,0.340622,-4.7244,5.57784
data/ 50236.jpg,1698150.74,0.343067,-4.7244,5.57784
data/ 50237.jpg,1698184.08,0.340954,-4.7244,5.57784
data/ 50238.jpg,1698217.41,0.337369,-4.7244,5.57784
data/ 50239.jpg,1698250.74,0.337025,-4.7244,5.57784
data/ 50240.jpg,1698284.08,0.347378,-4.7244,5.57784
data/ 50241.jpg,1698317.41,0.348247,-4.7244,5.57784
data/ 50242.jpg,1698350.74,0.347045,-4.7244,5.57784
data/ 50243.jpg,1698384.08,0.34856,-4.7244,5.57784
data/ 50244.jpg,1698417.4,0.340637,-4.7244,5.57784
data/ 50245.jpg,1698450.73,0.344288,-4.7244,5.57784
data/ 50246.jpg,1698484.07,0.33825,-4.7244,5.57784
data/ 50247.jpg,1698517.4,0.331574,-4.7244,5.57784
data/ 50248.jpg,1698550.73,0.334813,-4.7244,5.57784
data/ 50249.jpg,1698584.07,0.322529,-4.7244,5.57784
data/ 50250.jpg,1698617.4,0.325041,-4.7244,5.57784
data/ 50251.jpg,1698650.73,0.319106,-4.7244,5.57784
data/ 50252.jpg,1698684.07,0.334014,-4.7244,5.57784
data/ 50253.jpg,1698717.4,0.336053,-4.7244,5.57784
data/ 50254.jpg,1698750.72,0.340568,-4.7244,5.57784
data/ 50255.jpg,1698784.06,0.342824,-4.7244,5.57784
data/ 50256.jpg,1698817.39,0.342774,-4.7244,5.57784
data/ 50257.jpg,1698850.72,0.328957,-4.7244,5.57784
data/ 50258.jpg,1698884.06,0.327963,-4.7244,5.57784
data/ 50259.jpg,1698917.39,0.312424,-4.7244,5.57784
data/ 50260.jpg,1698950.72,0.295958,-4.7244,5.57784
data/ 50261.jpg,1698984.06,0.301299,-4.7244,5.57784
data/ 50262.jpg,1699017.39,0.30863,-4.7244,5.57784
data/ 50263.jpg,1699050.72,0.310526,-4.7244,5.57784
data/ 50264.jpg,1699084.05,0.315078,-4.7244,5.57784
data/ 50265.jpg,1699117.38,0.321176,-4.7244,5.57784
data/ 50266.jpg,1699150.71,0.306477,-4.7244,5.57784
data/ 50267.jpg,1699184.05,0.307229,-4.7244,5.57784
data/ 50268.jpg,1699217.38,0.297956,-4.7244,5.57784
data/ 50269.jpg,1699250.71,0.29478,-4.7244,5.57784
data/ 50270.jpg,1699284.05,0.293065,-4.7244,5.57784
data/ 50271.jpg,1699317.38,0.293903,-4.7244,5.57784
data/ 50272.jpg,1699350.71,0.296142,-4.7244,5.57784
data/ 50273.jpg,1699384.05,0.296903,-4.7244,5.57784
data/ 50274.jpg,1699417.37,0.299263,-4.7244,5.57784
data/ 50275.jpg,1699450.7,0.306669,-4.7244,5.57784
data/ 50276.jpg,1699484.04,0.301805,-4.7244,5.57784
data/ 50277.jpg,1699517.37,0.301993,-4.7244,5.57784
data/ 50278.jpg,1699550.7,0.305011,-4.7244,5.57784
data/ 50279.jpg,1699584.04,0.303768,-4.7244,5.57784
data/ 50280.jpg,1699617.37,0.307246,-4.7244,5.57784
data/ 50281.jpg,1699650.7,0.302421,-4.7244,5.57784
data/ 50282.jpg,1699684.04,0.305978,-4.7244,5.57784
data/ 50283.jpg,1699717.37,0.302055,-4.7244,5.57784
data/ 50284.jpg,1699750.69,0.301494,-4.7244,5.57784
data/ 50285.jpg,1699784.03,0.297278,-4.7244,5.57784
data/ 50286.jpg,1699817.36,0.325293,-4.7244,5.57784
data/ 50287.jpg,1699850.69,0.330633,-4.7244,5.57784
data/ 50288.jpg,1699884.03,0.345055,-4.7244,5.57784
data/ 50289.jpg,1699917.36,0.358485,-4.7244,5.57784
data/ 50290.jpg,1699950.69,0.384224,-4.7244,5.57784
data/ 50291.jpg,1699984.03,0.385194,-4.7244,5.57784
data/ 50292.jpg,1700017.36,0.400528,-4.7244,5.57784
data/ 50293.jpg,1700050.69,0.409641,-4.7244,5.57784
data/ 50294.jpg,1700084.02,0.416007,-4.7244,5.57784
data/ 50295.jpg,1700117.35,0.427273,-4.7244,5.57784
data/ 50296.jpg,1700150.68,0.446629,-4.7244,5.57784
data/ 50297.jpg,1700184.02,0.470657,-4.7244,5.57784
data/ 50298.jpg,1700217.35,0.47151,-4.7244,5.57784
data/ 50299.jpg,1700250.68,0.506403,-4.7244,5.57784
data/ 50300.jpg,1700284.02,0.520177,-4.7244,5.57784
data/ 50301.jpg,1700317.35,0.532691,-4.7244,5.57784
data/ 50302.jpg,1700350.68,0.53617,-4.7244,5.57784
data/ 50303.jpg,1700384.02,0.553744,-4.7244,5.57784
data/ 50304.jpg,1700417.34,0.560795,-4.7244,5.57784
data/ 50305.jpg,1700450.67,0.57595,-4.7244,5.57784
data/ 50306.jpg,1700484.01,0.583012,-4.7244,5.57784
data/ 50307.jpg,1700517.34,0.596493,-4.7244,5.57784
data/ 50308.jpg,1700550.67,0.601665,-4.7244,5.57784
data/ 50309.jpg,1700584.01,0.609312,-4.7244,5.57784
data/ 50310.jpg,1700617.34,0.614823,-4.7244,5.57784
data/ 50311.jpg,1700650.67,0.623534,-4.7244,5.57784
data/ 50312.jpg,1700684.01,0.641637,-4.7244,5.57784
data/ 50313.jpg,1700717.34,0.647351,-4.7244,5.57784
data/ 50314.jpg,1700750.66,0.656426,-4.7244,5.57784
data/ 50315.jpg,1700784,0.669461,-4.7244,5.57784
data/ 50316.jpg,1700817.33,0.676292,-4.7244,5.57784
data/ 50317.jpg,1700850.66,0.682881,-4.7244,5.57784
data/ 50318.jpg,1700884,0.692429,-4.7244,5.57784
data/ 50319.jpg,1700917.33,0.698795,-4.7244,5.57784
data/ 50320.jpg,1700950.66,0.706828,-4.7244,5.57784
data/ 50321.jpg,1700984,0.706384,-4.7244,5.57784
data/ 50322.jpg,1701017.33,0.71047,-4.7244,5.57784
data/ 50323.jpg,1701050.66,0.717028,-4.7244,5.57784
data/ 50324.jpg,1701083.99,0.716695,-4.7244,5.57784
data/ 50325.jpg,1701117.32,0.713784,-4.7244,5.57784
data/ 50326.jpg,1701150.65,0.715142,-4.7244,5.57784
data/ 50327.jpg,1701183.99,0.703474,-4.7244,5.57784
data/ 50328.jpg,1701217.32,0.704715,-4.7244,5.57784
data/ 50329.jpg,1701250.65,0.712184,-4.7244,5.57784
data/ 50330.jpg,1701283.99,0.712439,-4.7244,5.57784
data/ 50331.jpg,1701317.32,0.704419,-4.7244,5.57784
data/ 50332.jpg,1701350.65,0.702107,-4.7244,5.57784
data/ 50333.jpg,1701383.99,0.695878,-4.7244,5.57784
data/ 50334.jpg,1701417.31,0.697135,-4.7244,5.57784
data/ 50335.jpg,1701450.64,0.704444,-4.7244,5.57784
data/ 50336.jpg,1701483.98,0.699775,-4.7244,5.57784
data/ 50337.jpg,1701517.31,0.702825,-4.7244,5.57784
data/ 50338.jpg,1701550.64,0.69954,-4.7244,5.57784
data/ 50339.jpg,1701583.98,0.700867,-4.7244,5.57784
data/ 50340.jpg,1701617.31,0.68449,-4.7244,5.57784
data/ 50341.jpg,1701650.64,0.678175,-4.7244,5.57784
data/ 50342.jpg,1701683.98,0.683077,-4.7244,5.57784
data/ 50343.jpg,1701717.31,0.671579,-4.7244,5.57784
data/ 50344.jpg,1701750.63,0.679307,-4.7244,5.57784
data/ 50345.jpg,1701783.97,0.687334,-4.7244,5.57784
data/ 50346.jpg,1701817.3,0.669156,-4.7244,5.57784
